Age,Income,Gender,Marital_Status,Credit_Score,Num_Purchases,Membership_Years,Device_Used,Churn
68,39545.90382,Male,Divorced,575.5683873,7,1,Desktop,1
34,38578.06752,Female,Divorced,660.582575,5,14,Tablet,1
22,27257.9627,Female,Married,,3,13,Tablet,1
46,42223.95651,Female,Single,,5,10,Desktop,1
21,68114.98175,Other,Divorced,681.4725773,11,5,Tablet,1
27,16939.43637,Male,Married,597.3403997,3,14,Mobile,1
34,34438.19899,Other,Divorced,663.6363441,16,1,Desktop,0
27,48093.02838,Male,Divorced,738.154299,5,11,Mobile,1
34,36842.22199,Other,Single,698.0373581,0,5,Tablet,0
37,42090.71084,Female,Single,540.0431577,5,9,Tablet,1
41,42315.05488,Female,Single,,5,5,Tablet,0
22,46136.8967,Female,Divorced,693.1358045,3,2,Mobile,1
51,39058.17956,Other,Divorced,662.1440881,1,13,Tablet,0
23,37831.80179,Male,Divorced,696.7265479,4,2,Desktop,1
19,64014.64619,Male,Single,591.6548572,5,10,Desktop,1
30,65744.81267,Female,Married,654.4284208,2,9,Tablet,1
60,29291.84982,Female,Divorced,,4,12,Desktop,0
60,8606.039011,Female,Divorced,721.3964638,7,14,Mobile,1
65,65950.62274,Female,Divorced,688.3631482,4,5,Mobile,0
28,31567.99372,Male,Married,588.1903344,6,11,Tablet,0
68,53191.17258,Other,Divorced,577.1675361,6,8,Desktop,0
64,26514.9219,Other,Married,658.0180572,7,10,Desktop,0
40,69466.32478,Other,Divorced,662.6541967,8,4,Tablet,0
33,88155.01843,Other,Married,642.9739759,4,2,Mobile,1
48,,Female,Divorced,593.6650515,6,4,Tablet,0
28,48588.46027,Female,Single,680.5872753,5,12,Desktop,0
33,45167.90637,Female,Single,657.7115744,6,11,Desktop,0
25,61726.98967,,Single,670.2877022,4,4,Tablet,0
21,58515.30126,,Single,691.5403632,2,11,Mobile,1
57,65052.4768,Female,Divorced,630.8445149,2,9,Mobile,1
21,40581.25216,Male,Single,615.7869136,10,10,Tablet,1
42,55101.7656,Male,Married,727.5295726,2,11,Desktop,0
20,41862.979,Female,Single,596.9849059,4,6,Mobile,0
49,34134.26528,Male,Single,617.157806,8,10,Tablet,0
20,49384.76868,Male,Single,736.3973471,3,6,Desktop,1
44,36162.30904,Female,Divorced,,12,5,Mobile,0
46,67605.90497,Female,Single,643.0967649,2,6,Mobile,1
49,37071.19433,Female,Married,621.1621092,3,1,Tablet,0
,55453.18911,Female,Single,525.1744963,7,13,Desktop,0
68,40948.66552,Other,Single,641.3684644,3,5,Mobile,1
36,54155.94126,Other,Single,579.2564765,6,12,Tablet,0
38,42140.0514,Female,Married,667.8206303,4,6,Mobile,1
22,31141.83088,Male,Single,727.3946957,4,8,Desktop,0
35,57256.59111,Female,Married,495.0078387,0,4,Mobile,1
45,46468.76567,Female,Married,621.5158111,9,14,Desktop,0
59,54289.77411,Male,Single,681.6626263,5,5,Mobile,0
39,43567.35597,Other,Married,497.1655757,1,4,Mobile,0
38,30080.95229,Female,Divorced,743.5385752,5,7,Tablet,0
,66247.67896,Female,Single,676.5924426,3,10,Mobile,0
18,61051.36633,Other,Single,725.8248975,3,6,Desktop,1
22,41495.58537,,Married,610.5236496,7,14,Tablet,1
58,51046.6882,Male,Married,,9,4,Desktop,0
29,65630.29225,Other,Single,638.7344552,5,6,Desktop,1
43,43144.42496,Other,Divorced,799.6746333,5,13,Tablet,1
63,45471.73242,Other,Married,742.2673752,4,4,Desktop,1
51,53654.4875,Male,Married,659.264339,2,12,Mobile,1
66,43113.63405,Other,Divorced,667.808124,6,8,Tablet,0
31,62856.37995,Other,Divorced,694.4432668,8,11,Mobile,1
43,47466.4883,Male,Single,817.4088375,6,3,Mobile,1
62,38239.46188,Other,Divorced,676.7903855,4,8,Desktop,0
44,59129.58245,Other,Single,653.2171577,7,13,Desktop,0
26,32868.04026,Male,Divorced,626.2981122,7,2,Mobile,0
43,80223.17842,Female,Married,666.4440673,5,6,Tablet,0
64,73737.44545,Male,Single,608.9084727,6,8,Mobile,0
39,57702.43215,Other,Single,684.7264637,5,1,Mobile,0
64,56439.96533,Other,Single,549.7182359,5,6,Desktop,0
47,55736.62127,Other,Divorced,631.7649587,8,9,Desktop,0
60,42663.57821,Male,Married,701.4242998,7,13,Mobile,1
65,54459.64469,Other,Single,675.8386558,4,10,Mobile,0
34,36153.01084,Other,Single,617.6162766,3,10,Desktop,1
43,57557.27628,Male,Single,633.7582843,6,2,Mobile,0
53,63017.70415,Female,Single,,4,11,Desktop,0
18,44328.70849,Female,Married,565.2718813,8,13,Mobile,1
25,41073.47309,Other,Divorced,565.6784446,4,1,Tablet,0
66,31812.84463,,Married,584.9256233,4,2,Tablet,0
52,71869.3285,Other,Single,649.2525495,12,5,Mobile,1
69,42265.03949,Male,Married,555.0283353,3,6,Desktop,1
32,,Male,Single,716.7101115,4,1,Mobile,1
64,54502.33377,Female,Divorced,585.2995279,4,7,Mobile,1
39,54233.11464,,Divorced,665.704889,4,11,Desktop,1
31,61198.40144,Male,Divorced,609.4648829,3,4,Mobile,1
43,44310.0512,Other,Single,645.4152043,3,9,Desktop,0
45,32919.98092,Female,Married,537.7657863,6,6,Mobile,0
40,30295.02037,,Divorced,720.0921372,6,9,Desktop,0
31,41311.17151,Female,Single,582.6951401,5,1,Mobile,0
41,35722.24288,Female,Single,575.3648295,6,4,Tablet,0
19,45445.74942,Other,Married,816.5306309,4,2,Desktop,1
62,69613.68216,Female,Divorced,688.8015118,6,6,Tablet,1
43,44340.82691,Female,Single,717.3691486,5,4,Desktop,0
31,44335.23708,Other,Married,682.1223977,4,9,Desktop,1
68,49754.01836,Female,Divorced,,3,14,Desktop,0
24,43915.62513,Female,Married,558.52051,3,3,Desktop,1
20,48989.13146,Female,Married,629.0825729,5,1,Mobile,0
64,58113.03834,Other,Single,581.5288459,2,11,Mobile,0
40,63271.26582,Male,Single,585.7319379,3,13,Desktop,0
63,65048.198,Other,Single,539.176887,3,11,Mobile,1
60,80852.78331,Male,Married,658.0133172,3,1,Desktop,1
64,58540.39169,,Single,,8,12,Desktop,0
62,83517.18352,Male,Married,689.0695706,3,9,Tablet,1
,38352.77288,Other,Married,642.5946729,4,9,Desktop,0
55,81369.27354,Other,Single,647.1599689,9,5,Desktop,0
52,44294.35919,Female,Divorced,436.6555881,5,2,Mobile,1
68,45769.71604,Male,Divorced,620.3315205,5,9,Desktop,0
32,48201.91179,Female,Divorced,550.1326873,4,13,Desktop,0
42,46720.68933,Female,Married,659.408877,4,12,Tablet,0
54,51287.60595,Other,Married,631.8016808,1,13,Mobile,1
45,41299.57996,Male,Married,589.1486821,2,8,Mobile,0
27,62449.4326,Male,Single,657.8327693,7,13,Tablet,0
56,41707.47448,Male,Married,,4,11,Desktop,0
34,59834.15597,Male,Single,756.3036828,5,10,Tablet,0
56,72915.85429,,Single,698.049225,6,10,Mobile,1
39,44643.46445,Female,Divorced,665.1880953,6,6,Tablet,0
43,61915.75127,Other,Divorced,583.6739868,6,7,Mobile,0
61,58387.38933,Female,Divorced,574.8592617,5,12,Tablet,1
42,83793.30323,Female,Single,691.9193605,7,6,Desktop,1
34,42427.54153,Other,Single,635.9951439,7,5,Desktop,1
30,61926.07425,Other,Single,667.4555914,5,4,Mobile,1
37,25609.83362,Other,Married,718.4600367,3,7,Tablet,1
42,42562.12384,Female,Single,,10,4,Mobile,1
21,55300.89256,Female,Divorced,747.792477,3,10,Desktop,0
,70897.39954,Other,Divorced,717.8567251,8,10,Mobile,0
20,31610.99953,Other,Single,506.1891845,4,10,Desktop,1
58,61791.35961,Other,Single,814.7164714,3,9,Mobile,0
62,49051.64815,Female,Divorced,672.4963423,7,5,Tablet,1
35,27177.0852,Female,Single,616.502319,5,8,Desktop,0
64,52723.80269,Male,Divorced,686.3343557,7,12,Mobile,1
53,75637.41849,Female,Married,581.5767754,10,13,Desktop,1
64,,Female,Divorced,688.2289847,2,12,Tablet,0
39,48350.93427,Female,Married,594.4552479,6,12,Desktop,1
51,35200.41523,Other,Single,791.4251675,3,6,Tablet,0
64,42971.25602,Female,Single,654.2070136,6,4,Desktop,1
25,71482.55215,Other,Married,695.4876136,5,12,Tablet,1
57,45927.13287,Male,Single,594.975443,3,3,Desktop,0
66,71023.48606,Male,Married,707.1547217,6,11,Tablet,1
61,66635.81072,Other,Single,649.1193956,4,6,Mobile,0
36,44558.9313,Other,Divorced,551.1703804,6,1,Mobile,0
59,42461.00809,Other,Single,633.2866096,3,2,Desktop,0
58,36560.0179,Female,Divorced,785.1777748,3,7,Tablet,0
54,36036.78209,Male,Divorced,710.1283918,5,4,Mobile,0
23,55298.11092,Other,Married,623.4717452,7,5,Desktop,1
69,49703.22027,Female,Single,519.1583967,4,11,Mobile,1
43,40645.91848,Male,Married,591.7256175,9,10,Tablet,0
51,26768.55617,Female,Single,551.5468197,3,1,Desktop,1
62,51592.68152,Male,Divorced,520.8494395,8,2,Tablet,0
23,42956.71731,Female,Divorced,704.9913791,4,4,Tablet,1
54,47070.53457,Male,Single,654.3671177,5,8,Tablet,0
50,54569.92743,Male,Single,775.6575914,8,10,Mobile,1
39,12472.95708,Female,Married,580.1650671,5,4,Desktop,0
38,27000.88094,Other,Single,649.8403346,5,14,Tablet,1
23,,Male,Single,552.4077954,4,3,Mobile,0
23,42400.8424,Other,Single,608.3588647,5,3,Tablet,0
65,12238.50346,Female,Married,634.4523027,6,12,Mobile,1
21,28250.89731,Other,Single,623.7742223,5,5,Desktop,0
47,87267.01053,Other,Divorced,653.7478441,6,3,Desktop,0
28,39455.0381,Other,Married,718.0126694,7,8,Desktop,1
47,,Other,Married,710.649231,4,5,Desktop,1
48,51816.76998,Other,Divorced,596.1465791,6,12,Tablet,0
41,42725.49444,Male,Divorced,647.8752115,3,14,Mobile,0
26,61631.68206,Male,Divorced,705.5867462,4,12,Desktop,0
20,14234.64987,Male,Single,722.5015555,7,14,Tablet,0
68,,Female,Divorced,603.7190321,6,7,Desktop,1
48,42614.73482,Other,Single,699.5715118,2,11,Desktop,0
,29856.43403,,Married,673.1802556,7,8,Desktop,0
54,41288.33317,Female,Married,575.3807621,8,5,Mobile,1
53,62805.69569,Male,Divorced,706.0110574,3,8,Mobile,1
41,51982.05082,Male,Single,660.6080246,7,12,Mobile,0
48,69959.25553,Other,Divorced,528.1026576,6,3,Desktop,1
23,52930.62927,Female,Divorced,629.4302508,9,14,Tablet,1
19,64886.91247,Other,Single,652.7900279,5,12,Tablet,1
37,49038.9455,Other,Divorced,,6,7,Tablet,0
45,41145.86775,Male,Married,735.9759898,4,8,Desktop,0
,72208.52083,Other,Divorced,738.5127943,4,7,Mobile,0
21,39359.74568,Female,Single,623.2256889,6,14,Tablet,1
32,55157.67235,Other,Single,615.5442135,4,2,Desktop,0
23,61533.46045,Other,Married,640.8135729,5,8,Desktop,0
66,62622.39057,Other,Single,635.9943604,2,6,Tablet,0
47,32518.35995,Male,Single,608.5248674,4,10,Tablet,1
55,65779.25609,Female,Married,390.3842373,5,3,Desktop,0
68,35315.67131,Male,Divorced,772.8368313,6,4,Tablet,0
19,62160.55483,Male,Married,650.0292575,5,7,Desktop,0
32,58027.60207,Male,Divorced,637.5182922,8,3,Tablet,0
28,62279.45993,Male,Married,672.7618391,2,1,Mobile,1
25,31924.94718,Male,Divorced,644.3959576,3,6,Desktop,0
43,58818.94614,Female,Married,619.8778909,6,3,Mobile,0
,66283.90515,Other,Divorced,579.604781,6,11,Tablet,1
62,52900.93675,Male,Married,521.2971056,6,10,Desktop,1
61,37720.74981,Male,Divorced,555.1934749,3,6,Tablet,1
22,63796.21421,Female,Married,571.8328153,7,10,Desktop,1
23,51708.79442,Female,Single,695.5645511,7,12,Tablet,1
43,24883.33604,Other,Divorced,700.7236203,3,3,Mobile,0
21,36557.15807,Female,Married,588.2740627,4,6,Mobile,1
36,42105.58203,Other,Divorced,463.5442102,2,11,Tablet,1
37,72587.27431,Male,Divorced,650.6384504,7,4,Mobile,1
50,69952.74629,Male,Married,620.4920449,7,13,Mobile,0
37,,Other,Divorced,,7,4,Tablet,0
66,53485.40417,Female,Married,716.9156233,5,10,Desktop,0
29,63703.92188,Other,Single,659.7056838,6,10,Tablet,1
64,32888.30887,Female,Divorced,581.6534246,5,11,Desktop,0
18,50102.04648,Male,Single,565.5510876,3,2,Mobile,1
43,,Female,Divorced,631.617205,3,14,Mobile,1
31,33876.51414,Other,Divorced,586.5511066,8,4,Mobile,0
55,53148.68134,Other,Divorced,644.9321663,6,11,Mobile,0
54,75299.58779,Male,Married,721.8299431,10,12,Mobile,0
28,58381.54677,Female,Single,553.4152312,7,4,Desktop,1
53,63763.1781,Female,Divorced,656.1445604,10,11,Desktop,0
30,13213.89615,Female,Married,714.0534988,5,7,Desktop,0
60,73369.53274,Male,Divorced,643.9668865,6,5,Tablet,0
20,47208.16478,Female,Married,700.5106627,5,8,Mobile,0
50,38469.70529,Other,Divorced,629.8909256,4,7,Mobile,0
23,47380.43222,Female,Single,661.9579656,5,10,Mobile,1
67,27724.66763,Male,Single,680.8549453,6,9,Tablet,1
27,65719.13093,Female,Divorced,609.9598293,3,8,Tablet,0
,44969.06416,,Married,789.3473212,5,9,Tablet,1
40,38920.53782,Other,Divorced,690.4306126,3,1,Mobile,1
27,47479.17401,Female,Married,741.2089849,2,10,Desktop,1
61,,Other,Divorced,724.9716762,6,13,Tablet,0
19,51971.87601,Other,Married,672.9102488,5,12,Tablet,1
30,28854.59346,Male,Single,747.0052596,5,3,Desktop,0
57,56974.71245,Other,Divorced,663.1540298,7,5,Tablet,1
19,36065.30069,Other,Single,598.9157302,7,9,Desktop,0
37,17658.48453,Male,Single,651.0373462,8,8,Mobile,1
18,72440.10819,,Divorced,579.5683161,3,14,Desktop,1
54,56858.44812,Male,Divorced,502.880697,9,10,Desktop,0
26,48825.94004,Female,Married,590.322043,5,7,Mobile,0
34,44815.85728,Male,Married,655.1017073,6,2,Tablet,1
26,70956.19251,Other,Single,724.334735,2,11,Mobile,0
28,96307.32725,Male,Married,590.1136557,8,6,Tablet,0
32,56731.70778,Other,Married,720.7113717,4,4,Tablet,0
41,34555.47977,Female,Divorced,565.252191,3,5,Desktop,0
55,47683.01722,Male,Married,585.6334274,7,14,Mobile,1
52,56458.59008,Female,Single,751.4409622,8,5,Desktop,0
47,14757.0754,Other,Married,653.3334714,10,13,Mobile,1
48,55017.48803,,Single,637.8464638,4,4,Mobile,1
66,56546.37694,Female,Divorced,666.4695993,4,4,Desktop,0
22,69895.13297,Male,Single,565.5517724,3,4,Tablet,0
61,68331.84954,Male,Married,626.840631,6,11,Tablet,0
67,51667.5824,Other,Divorced,650.1862811,10,2,Mobile,0
,72719.5536,,Married,736.1966655,7,1,Tablet,1
28,80535.17479,Female,Divorced,533.0708002,3,12,Desktop,1
26,50419.27183,Male,Divorced,773.4093221,8,2,Desktop,0
51,56272.80618,Male,Married,641.2746583,4,7,Desktop,1
29,23490.5397,Male,Married,572.2610626,6,12,Mobile,0
52,28235.40106,Female,Divorced,559.5855699,7,1,Mobile,1
52,37427.05529,Male,Divorced,669.1204522,1,6,Tablet,1
18,43345.72543,Male,Married,555.6953364,4,4,Desktop,1
,33558.15463,Other,Single,610.7913518,9,2,Desktop,0
39,49460.06882,Male,Married,632.5067857,5,3,Mobile,0
46,43794.36248,Male,Divorced,730.0573018,2,7,Mobile,1
25,66063.42847,Female,Married,,8,6,Mobile,0
28,42878.39532,Female,Single,604.9905327,4,6,Desktop,0
58,,Other,Married,635.1121781,9,8,Desktop,1
54,51886.26759,Male,Divorced,538.323057,4,8,Tablet,0
31,49787.02963,Other,Married,507.2633141,4,6,Desktop,0
,37069.25178,Female,Divorced,563.9663287,5,1,Tablet,1
52,51424.99825,Other,Divorced,728.6168153,5,10,Tablet,1
38,33871.03118,Female,Married,704.6056506,3,13,Desktop,1
54,54947.5993,Other,Divorced,676.8405384,8,7,Tablet,1
22,89493.86655,,Divorced,547.9662859,5,8,Tablet,0
36,22915.91791,Male,Single,600.1838296,4,5,Mobile,0
31,42256.36869,Other,Single,589.952528,5,13,Desktop,1
43,39852.42318,Male,Single,638.3801141,4,11,Tablet,1
21,43501.10175,Male,Single,633.966251,6,4,Tablet,0
42,,Male,Divorced,579.86302,3,7,Tablet,0
62,58142.39839,Male,Married,674.4451766,5,12,Desktop,0
59,62731.49754,Other,Divorced,666.0262466,8,12,Mobile,1
42,50457.43257,Female,Divorced,598.9823831,7,11,Mobile,1
35,30168.5102,Female,Divorced,671.2994874,4,13,Desktop,1
57,33279.71958,Female,Married,728.6999758,7,6,Desktop,1
25,61193.89561,Other,Single,749.9642544,5,12,Desktop,0
56,,,Divorced,684.346351,4,6,Desktop,1
57,68903.11109,Female,Divorced,682.288756,3,14,Mobile,1
31,54398.93155,Other,Single,633.190276,6,3,Tablet,0
49,32254.7751,Male,Divorced,722.0799027,2,11,Tablet,1
68,42171.47279,Female,Married,575.0753984,5,10,Desktop,0
55,58472.21225,Male,Divorced,713.96951,5,4,Desktop,1
,60654.98744,Female,Divorced,629.8676686,4,5,Tablet,0
40,62826.62948,Female,Single,754.3655779,8,9,Mobile,0
,34272.1383,Female,Divorced,691.1744485,2,8,Desktop,0
50,31984.54751,Male,Divorced,645.2493638,6,3,Desktop,1
42,47152.9622,Other,Married,633.4458646,4,6,Mobile,1
34,71601.10275,Male,Single,686.7928998,6,10,Mobile,1
50,39591.97519,Female,Single,683.3987043,2,1,Mobile,1
64,56824.57836,Male,Married,622.1159897,5,3,Desktop,1
19,56825.91708,Other,Divorced,656.4285031,3,10,Mobile,1
31,61411.59125,Male,Single,712.7473061,7,14,Desktop,0
57,74966.60381,Other,Single,554.5650619,3,12,Desktop,1
57,73428.59637,Other,Divorced,700.8114754,4,7,Mobile,1
68,41080.91249,Male,Divorced,686.4850205,4,7,Tablet,0
56,18531.56838,Female,Single,733.0653233,6,2,Mobile,0
68,39822.05997,Other,Divorced,599.9042409,6,3,Tablet,1
23,51135.08441,Male,Single,650.400126,8,7,Mobile,0
23,44575.32083,Other,Divorced,664.3547863,5,12,Mobile,1
20,79518.48414,Female,Divorced,701.7157562,2,6,Desktop,0
24,50281.70456,Male,Married,680.038185,9,13,Desktop,1
68,59805.6782,Male,Divorced,563.2311431,4,7,Desktop,0
25,53258.21464,Male,Married,670.3730823,7,10,Desktop,0
59,44800.50225,Female,Divorced,790.2960142,3,9,Desktop,1
69,21127.82483,Other,Single,692.8230303,8,8,Desktop,1
32,48820.73542,Male,Single,764.6632861,2,6,Desktop,0
64,98819.7094,Other,Divorced,723.0142964,2,12,Tablet,0
46,31333.124,Other,Divorced,,5,14,Tablet,0
50,22776.90433,Female,Single,671.6978063,2,4,Desktop,0
69,79045.83954,Male,Divorced,686.5291577,9,14,Tablet,1
47,61131.24455,Other,Married,667.886243,7,13,Mobile,0
56,52811.29821,Male,Married,650.3038606,5,10,Tablet,0
44,70440.10794,Male,Married,701.9536486,3,9,Desktop,1
53,37527.47086,Female,Married,,4,7,Tablet,1
46,48401.07859,Male,Married,781.9767621,6,5,Mobile,1
55,64327.31175,Male,Divorced,585.0390923,5,2,Tablet,1
50,81655.31552,Other,Divorced,706.7971684,2,9,Desktop,1
54,32471.83528,Female,Married,746.5069992,5,14,Mobile,1
44,69211.01688,Male,Divorced,637.6364772,6,7,Mobile,0
50,,Other,Divorced,572.0915882,5,9,Tablet,0
21,52445.91601,,Married,730.8870712,6,11,Mobile,0
39,49884.06167,Female,Divorced,664.2376717,6,9,Mobile,1
19,,Other,Divorced,706.9321251,2,10,Mobile,1
27,64446.33497,Other,Divorced,642.3381781,4,5,Desktop,0
22,38265.9647,Other,Married,771.2347278,6,7,Mobile,0
27,33804.63946,Other,Divorced,501.8094363,2,5,Tablet,1
50,63281.88438,Other,Single,676.3324286,4,3,Tablet,1
55,61837.01038,,Single,743.9224639,3,10,Mobile,0
30,51185.00125,Male,Married,657.3737331,3,8,Tablet,0
48,66193.15431,Female,Single,671.1651085,3,8,Mobile,0
64,71389.04872,Male,Married,619.6191731,4,9,Tablet,0
53,69623.36117,Male,Single,651.4481956,6,11,Mobile,0
62,42075.8154,Male,Single,532.9700371,3,14,Mobile,1
41,65211.57397,Other,Single,,7,12,Mobile,0
69,53174.61466,Female,Married,594.9271411,3,6,Desktop,0
32,75888.61656,Female,Married,696.8386794,3,2,Tablet,1
46,48144.07496,Female,Divorced,610.0041168,11,3,Mobile,0
25,44652.92544,Female,Married,612.0267115,2,13,Desktop,1
22,40793.04685,Male,Single,623.5453648,8,11,Desktop,1
46,52839.31841,Male,Single,597.5948708,10,12,Mobile,0
64,57000.88201,Other,Married,668.8315588,4,10,Mobile,0
21,57289.43424,Female,Married,676.4342029,5,11,Mobile,1
29,55237.5881,Male,Married,707.7513006,5,6,Mobile,1
62,60065.55519,Male,Divorced,695.6925058,4,1,Mobile,1
19,46661.87246,Other,Single,688.6930421,8,14,Tablet,0
44,36912.27027,,Divorced,626.9722166,11,2,Mobile,0
48,35602.58005,Other,Divorced,622.4827375,7,8,Mobile,0
68,64625.76643,Male,Single,589.0152298,5,11,Tablet,0
,57054.83466,Male,Single,587.7529418,7,8,Desktop,0
53,22162.43344,Other,Married,663.5982987,4,6,Tablet,1
53,66451.3014,Female,Married,,5,3,Desktop,0
43,78206.5272,Other,Divorced,752.7826893,3,14,Desktop,0
60,39261.24724,Other,Married,647.3749424,8,2,Tablet,1
44,55042.40069,,Married,755.0973075,2,13,Mobile,0
22,,Other,Single,690.0236938,7,6,Desktop,0
37,59424.60388,Male,Single,595.5934496,2,1,Mobile,0
28,32509.86666,,Married,645.6567668,2,14,Tablet,1
27,48928.31514,Other,Single,532.8583361,4,10,Desktop,1
57,64719.71192,Female,Married,,6,6,Mobile,0
55,68535.67609,Female,Single,601.9962115,6,9,Desktop,0
23,56397.43728,Female,Single,572.0579394,4,7,Desktop,0
25,44914.32045,Other,Single,756.5502731,8,9,Tablet,1
40,26110.98373,Male,Single,722.1411419,8,2,Mobile,1
64,38636.75433,Other,Married,720.2127285,9,11,Mobile,0
43,42960.89893,Female,Divorced,704.7477894,5,14,Desktop,0
63,39533.99325,Female,Single,563.5577669,4,5,Mobile,0
60,50893.29452,Male,Married,621.9664355,5,9,Desktop,0
29,44871.68396,Other,Married,626.2347451,6,7,Tablet,1
43,52581.82059,Female,Single,530.3184048,3,9,Tablet,1
30,68039.40952,Male,Divorced,611.0099234,6,14,Mobile,0
57,43903.06668,Female,Single,611.7731417,9,11,Tablet,1
35,29256.99534,Male,Married,658.8199263,3,6,Tablet,1
,39474.38603,Male,Divorced,827.267132,6,7,Mobile,0
50,58753.82705,,Married,648.5372606,3,10,Desktop,0
,60169.15677,Female,Single,658.8560118,5,5,Tablet,0
57,56091.27796,Other,Divorced,632.4852809,2,6,Mobile,0
60,69511.05959,Female,Married,,5,1,Mobile,1
29,47204.55395,Other,Married,574.8257954,2,1,Mobile,0
61,80782.49222,Female,Married,782.7226247,4,2,Tablet,0
53,62272.80704,,Single,641.3088555,3,11,Tablet,0
65,12147.68795,Male,Divorced,622.3367117,6,14,Desktop,0
21,77009.87945,Female,Single,,7,4,Desktop,1
22,38495.20085,Female,Single,,6,11,Desktop,0
54,34488.48216,Male,Single,700.3475688,4,9,Desktop,0
25,57856.56665,Other,Divorced,748.3619039,8,7,Desktop,1
59,23927.29291,Female,Single,633.1060059,4,6,Desktop,0
66,39567.96153,Female,Single,793.6989129,6,1,Mobile,0
45,73356.47811,,Single,695.1004068,6,5,Desktop,0
48,58343.26368,Male,Single,695.9685982,4,11,Tablet,1
26,62183.59671,Other,Married,,6,12,Desktop,0
68,40146.34099,Other,Single,764.1514468,5,13,Tablet,0
46,26924.45002,Other,Married,668.328729,4,4,Desktop,0
31,60602.26144,Female,Single,705.7833809,6,5,Mobile,1
57,63953.84234,Male,Divorced,747.7439045,6,11,Mobile,0
,63274.90079,Male,Married,568.6732247,7,9,Tablet,0
39,53136.03845,Other,Married,528.934832,6,12,Desktop,0
28,35493.97635,Female,Married,645.9712256,6,3,Mobile,1
40,86566.54382,Other,Married,527.255605,8,4,Mobile,1
18,57196.81164,Female,Divorced,628.0203433,6,8,Desktop,0
63,47391.70038,Female,Single,672.0061474,7,3,Tablet,0
54,47458.26144,Female,Married,630.7052864,3,13,Tablet,1
38,52243.96217,Female,Divorced,640.0884866,2,3,Tablet,0
43,66044.12393,Male,Married,579.883344,5,13,Mobile,1
63,52844.42185,Female,Single,705.1700481,9,9,Desktop,1
53,62877.6973,Female,Married,575.5575643,3,5,Mobile,1
40,52270.96532,Other,Divorced,502.7968788,2,10,Mobile,0
18,48314.69163,Other,Single,635.4862859,5,1,Mobile,1
68,59618.7559,Male,Divorced,714.0513947,1,7,Mobile,1
57,59049.29051,Other,Single,655.5881554,4,7,Desktop,0
32,47455.48821,Female,Single,568.4642089,6,6,Mobile,0
38,38761.89563,Other,Single,657.1365677,4,6,Mobile,0
,55125.93372,Male,Married,680.6812593,5,3,Tablet,1
26,51175.23003,Other,Divorced,656.3221684,5,3,Mobile,1
26,41676.92431,Other,Divorced,631.4791027,1,10,Desktop,0
,37363.99276,Male,Divorced,684.0227077,9,11,Mobile,1
69,56157.13766,Male,Single,528.3101168,3,9,Desktop,0
43,58251.42586,Female,Married,587.4231226,2,1,Desktop,0
58,44599.51828,Other,Single,558.6354332,6,7,Desktop,0
52,41300.94446,Female,Divorced,744.387046,5,13,Tablet,0
69,37546.17216,Other,Married,699.8422205,3,12,Tablet,0
,55733.82409,Other,Married,662.9587524,4,11,Mobile,1
43,37940.3439,Female,Married,548.4564843,5,10,Mobile,1
28,83617.01854,Other,Divorced,702.0903452,8,7,Mobile,0
55,43845.77846,Other,Married,747.0578094,3,8,Desktop,1
19,13621.78583,Other,Married,690.0046316,6,6,Desktop,1
24,49547.425,Male,Single,647.5375808,9,8,Desktop,0
35,48904.4978,Female,Single,694.2202622,7,1,Mobile,1
44,66675.77851,Male,Married,669.104128,3,1,Mobile,1
51,54321.89355,Female,Married,714.8253364,4,9,Mobile,0
44,37492.47225,Female,Single,713.2579949,4,12,Mobile,1
34,45704.1219,Other,Single,634.5254124,11,4,Tablet,1
60,54911.29657,Female,Single,603.7551032,4,3,Tablet,1
61,,Male,Divorced,622.0123942,5,6,Tablet,1
68,70079.32602,Male,Divorced,687.5095235,7,10,Mobile,1
41,,Male,Single,626.2392244,13,12,Tablet,0
42,71255.65731,Female,Married,597.4629267,8,13,Tablet,0
24,55886.97712,Male,Single,649.933264,6,12,Mobile,0
69,59443.91205,Female,Divorced,727.5219851,5,9,Tablet,0
23,67241.35154,Male,Married,659.4575647,4,10,Mobile,0
41,58596.98079,Male,Divorced,630.6647403,3,11,Mobile,1
50,60093.29324,,Married,672.4302255,9,4,Mobile,1
66,47533.75339,Male,Divorced,655.8827446,7,9,Desktop,0
46,55582.53022,Other,Married,514.6454071,9,5,Mobile,0
60,41187.53278,Female,Married,698.77314,6,13,Tablet,0
39,44848.83351,Female,Married,678.5220908,7,7,Tablet,1
43,79470.42572,Female,Married,651.1320259,4,3,Mobile,1
45,37877.09622,Other,Divorced,724.3649691,6,3,Desktop,1
67,,Female,Divorced,734.9099555,4,12,Desktop,1
38,51702.03555,Male,Married,705.9138063,2,3,Desktop,1
66,45338.68292,Male,Married,590.4789429,4,8,Tablet,1
24,57716.01405,,Divorced,592.9002223,5,14,Desktop,0
34,58845.83139,Female,Married,728.2134878,3,6,Desktop,1
37,36112.71225,,Married,518.5943251,6,9,Mobile,0
58,51520.35067,Female,Married,,2,9,Desktop,0
66,33764.48992,,Single,680.7878065,2,8,Desktop,1
37,61828.22927,Other,Married,527.4714585,5,1,Desktop,1
39,52647.30966,Other,Single,666.4040267,6,6,Mobile,1
